theory,4276
mechanics,2353
field,2237
two,2076
states,1470
one,1453
dots,1345
state,1324
systems,1252
dimensional,1118
properties,1090
system,1063
phase,1055
physics,1048
classical,1045
computation,1014
single,968
effect,946
spin,915
mechanical,905
model,866
semiconductor,859
optical,855
hall,792
well,788
time,757
using,746
light,701
first,687
energy,680
entanglement,664
level,661
electron,661
atoms,649
molecular,647
electronic,646
new,630
cavity,627
dot,623
information,621
statistical,613
fields,602
physical,601
structure,590
many,583
present,565
study,543
coherent,538
large,533
x,530
general,509
use,501
based,501
approach,499
shown,488
method,488
momentum,485
group,481
angular,473
coupled,472
atom,458
gravity,457
methods,444
temperature,442
n,439
molecules,439
potential,433
simple,432
dynamics,430
emission,428
effects,421
basis,417
photon,416
low,414
used,411
small,402
high,392
number,391
particles,385
problem,385
three,382
computer,376
applications,375
bulk,375
important,372
p,369
provides,368
fluorescence,368
via,366
dimensions,365
laser,364
developed,362
processes,361
transition,360
show,360
space,360
particle,359
theories,354
phenomena,351
scattering,349
electrodynamics,348
presented,347
gaas,344
measurements,342
description,341
operator,335
self,335
chemical,328
structures,324
function,323
concept,322
described,322
order,320
gap,319
theoretical,318
comprehensive,318
non,316
wells,311
vectors,311
q,310
optics,309
observed,309
review,308
band,306
proposed,306
concepts,305
efficiency,305
macroscopic,301
ground,300
qds,298
relativistic,297
case,297
devices,295
correlation,294
results,290
coupling,290
measurement,288
basic,286
considered,286
wave,286
type,285
complete,285
liquid,285
growth,281
key,279
graduate,278
external,278
also,278
range,278
transfer,278
particular,277
transport,277
matrix,274
spectrum,273
fractional,273
materials,271
nonlinear,271
discussed,269
role,268
since,267
defined,264
certain,263
correlations,263
covariant,261
recent,261
communication,260
text,260
long,256
silicon,254
constant,254
textbook,252
confined,252
control,252
magnetic,251
techniques,250
possible,248
following,248
edition,247
modern,245
teleportation,245
interactions,243
action,242
solar,241
provide,240
current,238
scale,238
become,237
interest,236
threshold,234
double,234
work,233
body,232
independent,231
green,231
carbon,229
ii,229
formulation,229
foundations,229
topological,228
best,228
without,228
fundamental,228
individual,227
account,227
calculation,227
local,227
